round	timestamp	seeds_tried	extensions_found	kept_above_threshold	total_deep_chains	elapsed_s
458	2026-03-30T13:10:05.620331	20	109	21	100	0.0
459	2026-03-30T13:10:05.643856	20	111	31	100	0.0
460	2026-03-30T13:10:05.737844	20	98	86	100	0.1
461	2026-03-30T13:10:05.762406	20	29	23	100	0.0
462	2026-03-30T13:10:05.799808	20	129	31	100	0.0
463	2026-03-30T13:10:05.843361	20	110	89	100	0.0
464	2026-03-30T13:10:05.875188	20	147	138	100	0.0
465	2026-03-30T13:10:05.916756	20	84	72	100	0.0
466	2026-03-30T13:10:05.970823	20	244	152	100	0.0
467	2026-03-30T13:10:06.047635	20	94	84	100	0.0
468	2026-03-30T13:10:06.141739	20	111	18	100	0.1
469	2026-03-30T13:10:06.235032	20	177	82	100	0.1
470	2026-03-30T13:10:06.301785	20	95	86	100	0.0
471	2026-03-30T13:10:06.326978	20	98	20	100	0.0
472	2026-03-30T13:10:06.353812	20	57	38	100	0.0
473	2026-03-30T13:10:06.387695	20	29	22	100	0.0
474	2026-03-30T13:10:06.417294	20	155	62	100	0.0
475	2026-03-30T13:10:06.448774	20	60	45	100	0.0
476	2026-03-30T13:10:06.472152	20	102	20	100	0.0
477	2026-03-30T13:10:06.529460	20	87	60	100	0.0
478	2026-03-30T13:10:06.607153	20	101	56	100	0.0
479	2026-03-30T13:10:06.675037	20	85	80	100	0.0
480	2026-03-30T13:10:06.845595	20	138	115	100	0.1
481	2026-03-30T13:10:06.948336	20	29	17	100	0.1
482	2026-03-30T13:10:07.010056	20	43	32	100	0.0
483	2026-03-30T13:10:07.072992	20	195	167	100	0.0
484	2026-03-30T13:10:07.109137	20	73	42	100	0.0
485	2026-03-30T13:10:07.121575	20	76	0	100	0.0
486	2026-03-30T13:10:07.158298	20	141	42	100	0.0
487	2026-03-30T13:10:07.326389	20	201	164	100	0.1
488	2026-03-30T13:10:07.439123	20	184	149	100	0.1
489	2026-03-30T13:10:07.465528	20	91	22	100	0.0
490	2026-03-30T13:10:07.492138	20	121	72	100	0.0
491	2026-03-30T13:10:07.601700	20	103	76	100	0.1
492	2026-03-30T13:10:07.708677	20	138	75	100	0.1
493	2026-03-30T13:10:07.785740	20	14	11	100	0.0
494	2026-03-30T13:10:07.910695	20	84	76	100	0.1
495	2026-03-30T13:10:07.993221	20	151	100	100	0.0
496	2026-03-30T13:10:08.071480	20	75	46	100	0.0
497	2026-03-30T13:10:08.140715	20	46	22	100	0.0
498	2026-03-30T13:10:08.216986	20	28	18	100	0.0
499	2026-03-30T13:10:08.269769	20	88	62	100	0.0
500	2026-03-30T13:10:08.300576	20	119	83	100	0.0
501	2026-03-30T13:10:08.370701	20	30	21	100	0.0
502	2026-03-30T13:10:08.475341	20	98	85	100	0.1
503	2026-03-30T13:10:08.673815	20	157	130	100	0.2
504	2026-03-30T13:10:08.699243	20	86	39	100	0.0
505	2026-03-30T13:10:08.735179	20	107	95	100	0.0
506	2026-03-30T13:10:08.784310	20	127	88	100	0.0
507	2026-03-30T13:10:08.823243	20	67	53	100	0.0
508	2026-03-30T13:10:08.926283	20	79	74	100	0.1
509	2026-03-30T13:10:09.008606	20	58	36	100	0.0
510	2026-03-30T13:10:09.080657	20	100	9	100	0.0
511	2026-03-30T13:10:09.150466	20	154	101	100	0.0
512	2026-03-30T13:10:09.371225	20	59	42	100	0.2
513	2026-03-30T13:10:09.438593	20	112	84	100	0.0
514	2026-03-30T13:10:09.527320	20	30	22	100	0.1
515	2026-03-30T13:10:09.672937	20	172	139	100	0.1
516	2026-03-30T13:10:09.785567	20	87	47	100	0.1
517	2026-03-30T13:10:09.845838	20	59	41	100	0.0
518	2026-03-30T13:10:09.943602	20	79	57	100	0.1
519	2026-03-30T13:10:10.017408	20	30	9	100	0.0
520	2026-03-30T13:10:10.042951	20	15	0	100	0.0
521	2026-03-30T13:10:10.083281	20	32	9	100	0.0
522	2026-03-30T13:10:10.118348	20	109	88	100	0.0
523	2026-03-30T13:10:10.150143	20	124	101	100	0.0
524	2026-03-30T13:10:10.223425	20	112	70	100	0.1
525	2026-03-30T13:10:10.287945	20	84	63	100	0.0
526	2026-03-30T13:10:10.314890	20	72	23	100	0.0
527	2026-03-30T13:10:10.370194	20	14	11	100	0.0
528	2026-03-30T13:10:10.428217	20	137	44	100	0.0
529	2026-03-30T13:10:10.489768	20	59	22	100	0.0
530	2026-03-30T13:10:10.609781	20	87	67	100	0.1
531	2026-03-30T13:10:10.667187	20	80	66	100	0.0
532	2026-03-30T13:10:10.768633	20	192	163	100	0.1
533	2026-03-30T13:10:10.784132	20	0	0	100	0.0
534	2026-03-30T13:10:10.832751	20	70	66	100	0.0
535	2026-03-30T13:10:10.869158	20	29	9	100	0.0
536	2026-03-30T13:10:10.896280	20	162	73	100	0.0
537	2026-03-30T13:10:10.921755	20	163	20	100	0.0
538	2026-03-30T13:10:10.970236	20	109	62	100	0.0
539	2026-03-30T13:10:11.093047	20	114	101	100	0.1
540	2026-03-30T13:10:11.181995	20	158	131	100	0.1
541	2026-03-30T13:10:11.255903	20	123	66	100	0.0
542	2026-03-30T13:10:11.365109	20	118	94	100	0.1
543	2026-03-30T13:10:11.434915	20	121	103	100	0.0
544	2026-03-30T13:10:11.459987	20	29	0	100	0.0
545	2026-03-30T13:10:11.530021	20	207	49	100	0.0
546	2026-03-30T13:10:11.592859	20	117	25	100	0.0
547	2026-03-30T13:10:11.644480	20	116	87	100	0.0
548	2026-03-30T13:10:11.669345	20	43	17	100	0.0
549	2026-03-30T13:10:11.703604	20	127	88	100	0.0
550	2026-03-30T13:10:11.763713	20	179	91	100	0.0
551	2026-03-30T13:10:11.822900	20	43	31	100	0.0
552	2026-03-30T13:10:11.864914	20	94	70	100	0.0
553	2026-03-30T13:10:11.900781	20	122	32	100	0.0
554	2026-03-30T13:10:11.953234	20	144	136	100	0.0
555	2026-03-30T13:10:12.010205	20	58	32	100	0.0
556	2026-03-30T13:10:12.107990	20	130	123	100	0.1
557	2026-03-30T13:10:12.258556	20	283	155	100	0.1
558	2026-03-30T13:10:12.379997	20	74	70	100	0.1
559	2026-03-30T13:10:12.443032	20	45	26	100	0.0
560	2026-03-30T13:10:12.494198	20	69	65	100	0.0
561	2026-03-30T13:10:12.522614	20	56	31	100	0.0
562	2026-03-30T13:10:12.553491	20	102	66	100	0.0
563	2026-03-30T13:10:12.565879	20	15	0	100	0.0
564	2026-03-30T13:10:12.712204	20	222	133	100	0.1
565	2026-03-30T13:10:12.807913	20	154	122	100	0.1
566	2026-03-30T13:10:12.911297	20	204	155	100	0.1
567	2026-03-30T13:10:12.967427	20	30	20	100	0.0
568	2026-03-30T13:10:13.065899	20	58	42	100	0.1
569	2026-03-30T13:10:13.124632	20	29	11	100	0.0
570	2026-03-30T13:10:13.225564	20	108	94	100	0.1
571	2026-03-30T13:10:13.273701	20	299	152	100	0.0
572	2026-03-30T13:10:13.299852	20	41	29	100	0.0
573	2026-03-30T13:10:13.324517	20	168	19	100	0.0
574	2026-03-30T13:10:13.355567	20	133	126	100	0.0
575	2026-03-30T13:10:13.417235	20	124	82	100	0.0
576	2026-03-30T13:10:13.543014	20	88	66	100	0.1
577	2026-03-30T13:10:13.592794	20	74	70	100	0.0
578	2026-03-30T13:10:13.635987	20	139	106	100	0.0
579	2026-03-30T13:10:13.669467	20	130	91	100	0.0
580	2026-03-30T13:10:13.710418	20	86	73	100	0.0
581	2026-03-30T13:10:13.841648	20	248	156	100	0.1
582	2026-03-30T13:10:13.905070	20	40	30	100	0.0
583	2026-03-30T13:10:13.956595	20	60	25	100	0.0
584	2026-03-30T13:10:14.015334	20	128	88	100	0.0
585	2026-03-30T13:10:14.052173	20	42	28	100	0.0
586	2026-03-30T13:10:14.084644	20	108	31	100	0.0
587	2026-03-30T13:10:14.126444	20	176	154	100	0.0
588	2026-03-30T13:10:14.193455	20	281	172	100	0.1
589	2026-03-30T13:10:14.258989	20	193	118	100	0.0
590	2026-03-30T13:10:14.294183	20	90	49	100	0.0
591	2026-03-30T13:10:14.358472	20	144	102	100	0.0
592	2026-03-30T13:10:14.393467	20	102	75	100	0.0
593	2026-03-30T13:10:14.448208	20	150	129	100	0.0
594	2026-03-30T13:10:14.476308	20	59	33	100	0.0
595	2026-03-30T13:10:14.522116	20	107	91	100	0.0
596	2026-03-30T13:10:14.572003	20	42	28	100	0.0
597	2026-03-30T13:10:14.622970	20	45	22	100	0.0
598	2026-03-30T13:10:14.679009	20	79	67	100	0.0
599	2026-03-30T13:10:14.720951	20	71	40	100	0.0
600	2026-03-30T13:10:14.805646	20	217	185	100	0.1
601	2026-03-30T13:10:14.836150	20	30	10	100	0.0
602	2026-03-30T13:10:14.924935	20	194	101	100	0.1
603	2026-03-30T13:10:14.955162	20	74	60	100	0.0
604	2026-03-30T13:10:15.012536	20	80	69	100	0.0
605	2026-03-30T13:10:15.046544	20	221	124	100	0.0
606	2026-03-30T13:10:15.117541	20	110	85	100	0.0
607	2026-03-30T13:10:15.189897	20	29	20	100	0.0
608	2026-03-30T13:10:15.300474	20	72	63	100	0.1
609	2026-03-30T13:10:15.368556	20	14	11	100	0.0
610	2026-03-30T13:10:15.421344	20	75	42	100	0.0
611	2026-03-30T13:10:15.486705	20	127	103	100	0.0
612	2026-03-30T13:10:15.529783	20	162	30	100	0.0
613	2026-03-30T13:10:15.666482	20	162	149	100	0.1
614	2026-03-30T13:10:15.775351	20	126	103	100	0.1
615	2026-03-30T13:10:15.895693	20	64	54	100	0.1
616	2026-03-30T13:10:15.975063	20	13	7	100	0.0
617	2026-03-30T13:10:16.054973	20	44	22	100	0.0
618	2026-03-30T13:10:16.202994	20	144	131	100	0.1
619	2026-03-30T13:10:16.249616	20	44	32	100	0.0
620	2026-03-30T13:10:16.320938	20	90	70	100	0.0
621	2026-03-30T13:10:16.521202	20	80	66	100	0.2
622	2026-03-30T13:10:16.602693	20	59	39	100	0.0
623	2026-03-30T13:10:16.678437	20	75	26	100	0.0
624	2026-03-30T13:10:16.808189	20	85	60	100	0.1
625	2026-03-30T13:10:16.878511	20	80	10	100	0.0
626	2026-03-30T13:10:16.951052	20	121	78	100	0.0
627	2026-03-30T13:10:17.002634	20	138	107	100	0.0
628	2026-03-30T13:10:17.044611	20	97	83	100	0.0
629	2026-03-30T13:10:17.117581	20	88	62	100	0.0
630	2026-03-30T13:10:17.314857	20	228	141	100	0.2
631	2026-03-30T13:10:17.367648	20	194	130	100	0.0
632	2026-03-30T13:10:17.441866	20	151	69	100	0.1
633	2026-03-30T13:10:17.473319	20	43	28	100	0.0
634	2026-03-30T13:10:17.508702	20	44	28	100	0.0
635	2026-03-30T13:10:17.581913	20	73	39	100	0.0
636	2026-03-30T13:10:17.656453	20	44	32	100	0.0
637	2026-03-30T13:10:17.691426	20	0	0	100	0.0
638	2026-03-30T13:10:17.810549	20	242	149	100	0.1
639	2026-03-30T13:10:17.899795	20	158	136	100	0.1
640	2026-03-30T13:10:17.943494	20	95	84	100	0.0
641	2026-03-30T13:10:18.020363	20	193	107	100	0.1
642	2026-03-30T13:10:18.055184	20	68	35	100	0.0
643	2026-03-30T13:10:18.130195	20	218	184	100	0.1
644	2026-03-30T13:10:18.220736	20	60	43	100	0.1
645	2026-03-30T13:10:18.329815	20	117	75	100	0.1
646	2026-03-30T13:10:18.384292	20	139	86	100	0.0
647	2026-03-30T13:10:18.488488	20	260	173	100	0.1
648	2026-03-30T13:10:18.597870	20	74	54	100	0.1
649	2026-03-30T13:10:18.633729	20	81	11	100	0.0
650	2026-03-30T13:10:18.677759	20	187	102	100	0.0
651	2026-03-30T13:10:18.737138	20	114	83	100	0.0
652	2026-03-30T13:10:18.773753	20	122	40	100	0.0
653	2026-03-30T13:10:18.845167	20	99	89	100	0.1
654	2026-03-30T13:10:18.880517	20	177	92	100	0.0
655	2026-03-30T13:10:18.916135	20	131	121	100	0.0
656	2026-03-30T13:10:18.993581	20	57	41	100	0.0
657	2026-03-30T13:10:19.081347	20	29	21	100	0.0
658	2026-03-30T13:10:19.152150	20	42	23	100	0.0
659	2026-03-30T13:10:19.228867	20	134	29	100	0.0
660	2026-03-30T13:10:19.358803	20	126	113	100	0.1
661	2026-03-30T13:10:19.390454	20	44	22	100	0.0
662	2026-03-30T13:10:19.418952	20	82	73	100	0.0
663	2026-03-30T13:10:19.444200	20	28	8	100	0.0
664	2026-03-30T13:10:19.538381	20	90	74	100	0.1
665	2026-03-30T13:10:19.649397	20	111	94	100	0.1
666	2026-03-30T13:10:19.724602	20	127	96	100	0.1
667	2026-03-30T13:10:19.756788	20	29	17	100	0.0
668	2026-03-30T13:10:19.791966	20	43	30	100	0.0
669	2026-03-30T13:10:19.819128	20	41	9	100	0.0
670	2026-03-30T13:10:19.915894	20	132	98	100	0.1
671	2026-03-30T13:10:20.083805	20	135	122	100	0.1
672	2026-03-30T13:10:20.218956	20	99	83	100	0.1
673	2026-03-30T13:10:20.372624	20	234	208	100	0.1
674	2026-03-30T13:10:20.508752	20	152	113	100	0.1
675	2026-03-30T13:10:20.580185	20	85	36	100	0.0
676	2026-03-30T13:10:20.599965	20	0	0	100	0.0
677	2026-03-30T13:10:20.653319	20	96	88	100	0.0
678	2026-03-30T13:10:20.691299	20	99	82	100	0.0
679	2026-03-30T13:10:20.767471	20	142	107	100	0.1
680	2026-03-30T13:10:20.826234	20	110	92	100	0.0
681	2026-03-30T13:10:20.950522	20	121	87	100	0.1
682	2026-03-30T13:10:21.043284	20	173	41	100	0.1
683	2026-03-30T13:10:21.169965	20	94	65	100	0.1
684	2026-03-30T13:10:21.218221	20	173	92	100	0.0
685	2026-03-30T13:10:21.250637	20	57	28	100	0.0
686	2026-03-30T13:10:21.277390	20	42	19	100	0.0
687	2026-03-30T13:10:21.307630	20	102	83	100	0.0
688	2026-03-30T13:10:21.364420	20	42	29	100	0.0
689	2026-03-30T13:10:21.429886	20	29	12	100	0.0
690	2026-03-30T13:10:21.507403	20	229	119	100	0.1
691	2026-03-30T13:10:21.538309	20	74	51	100	0.0
692	2026-03-30T13:10:21.566494	20	45	10	100	0.0
693	2026-03-30T13:10:21.596986	20	99	82	100	0.0
694	2026-03-30T13:10:21.634931	20	167	143	100	0.0
695	2026-03-30T13:10:21.730275	20	118	50	100	0.1
696	2026-03-30T13:10:21.808392	20	112	73	100	0.0
697	2026-03-30T13:10:21.933068	20	205	103	100	0.1
698	2026-03-30T13:10:22.027566	20	72	31	100	0.0
699	2026-03-30T13:10:22.132542	20	122	95	100	0.1
700	2026-03-30T13:10:22.226740	20	87	55	100	0.1
701	2026-03-30T13:10:22.363631	20	137	98	100	0.1
702	2026-03-30T13:10:22.466968	20	86	45	100	0.1
703	2026-03-30T13:10:22.548983	20	105	81	100	0.0
704	2026-03-30T13:10:22.640594	20	99	80	100	0.1
705	2026-03-30T13:10:22.731287	20	119	90	100	0.0
706	2026-03-30T13:10:22.859891	20	172	69	100	0.1
707	2026-03-30T13:10:22.969913	20	142	123	100	0.1
708	2026-03-30T13:10:23.044931	20	157	75	100	0.1
709	2026-03-30T13:10:23.075234	20	14	11	100	0.0
710	2026-03-30T13:10:23.103973	20	14	8	100	0.0
711	2026-03-30T13:10:23.140512	20	42	29	100	0.0
712	2026-03-30T13:10:23.191477	20	111	95	100	0.0
713	2026-03-30T13:10:23.223900	20	127	32	100	0.0
714	2026-03-30T13:10:23.259510	20	56	40	100	0.0
715	2026-03-30T13:10:23.294341	20	75	46	100	0.0
716	2026-03-30T13:10:23.334070	20	108	83	100	0.0
717	2026-03-30T13:10:23.369553	20	255	97	100	0.0
718	2026-03-30T13:10:23.398717	20	42	17	100	0.0
719	2026-03-30T13:10:23.509891	20	295	251	100	0.1
720	2026-03-30T13:10:23.607990	20	178	90	100	0.1
721	2026-03-30T13:10:23.652694	20	59	32	100	0.0
722	2026-03-30T13:10:23.696903	20	44	21	100	0.0
723	2026-03-30T13:10:23.729115	20	84	16	100	0.0
724	2026-03-30T13:10:23.757032	20	92	11	100	0.0
725	2026-03-30T13:10:23.797018	20	88	79	100	0.0
726	2026-03-30T13:10:23.830330	20	45	19	100	0.0
727	2026-03-30T13:10:23.859904	20	73	41	100	0.0
728	2026-03-30T13:10:23.913410	20	99	82	100	0.0
729	2026-03-30T13:10:24.000581	20	195	98	100	0.1
730	2026-03-30T13:10:24.147398	20	180	128	100	0.1
731	2026-03-30T13:10:24.177240	20	29	9	100	0.0
732	2026-03-30T13:10:24.210554	20	114	78	100	0.0
733	2026-03-30T13:10:24.259577	20	182	90	100	0.0
734	2026-03-30T13:10:24.308044	20	41	28	100	0.0
735	2026-03-30T13:10:24.353902	20	86	54	100	0.0
736	2026-03-30T13:10:24.461009	20	176	148	100	0.1
737	2026-03-30T13:10:24.498735	20	75	67	100	0.0
738	2026-03-30T13:10:24.530694	20	167	73	100	0.0
739	2026-03-30T13:10:24.559428	20	30	14	100	0.0
740	2026-03-30T13:10:24.648660	20	185	151	100	0.1
741	2026-03-30T13:10:24.679735	20	99	18	100	0.0
742	2026-03-30T13:10:24.719528	20	97	30	100	0.0
743	2026-03-30T13:10:24.877620	20	251	95	100	0.1
744	2026-03-30T13:10:24.962942	20	57	40	100	0.0
745	2026-03-30T13:10:25.018501	20	29	9	100	0.0
746	2026-03-30T13:10:25.066530	20	29	20	100	0.0
747	2026-03-30T13:10:25.152018	20	134	48	100	0.1
748	2026-03-30T13:10:25.188362	20	75	67	100	0.0
749	2026-03-30T13:10:25.239419	20	87	58	100	0.0
750	2026-03-30T13:10:25.289047	20	177	160	100	0.0
751	2026-03-30T13:10:25.426400	20	195	86	100	0.1
752	2026-03-30T13:10:25.512463	20	106	71	100	0.0
753	2026-03-30T13:10:25.599725	20	68	58	100	0.0
754	2026-03-30T13:10:25.647971	20	110	93	100	0.0
755	2026-03-30T13:10:25.747155	20	29	17	100	0.1
756	2026-03-30T13:10:25.858501	20	224	206	100	0.1
757	2026-03-30T13:10:25.916674	20	114	96	100	0.0
758	2026-03-30T13:10:25.947869	20	41	18	100	0.0
759	2026-03-30T13:10:26.001673	20	73	43	100	0.0
760	2026-03-30T13:10:26.104662	20	126	101	100	0.1
761	2026-03-30T13:10:26.144303	20	88	51	100	0.0
762	2026-03-30T13:10:26.179873	20	28	22	100	0.0
763	2026-03-30T13:10:26.335552	20	162	138	100	0.1
764	2026-03-30T13:10:26.438836	20	123	37	100	0.1
765	2026-03-30T13:10:26.525642	20	70	28	100	0.0
766	2026-03-30T13:10:26.608558	20	73	41	100	0.0
767	2026-03-30T13:10:26.710488	20	118	80	100	0.1
768	2026-03-30T13:10:26.821156	20	105	80	100	0.1
769	2026-03-30T13:10:26.888036	20	41	9	100	0.0
770	2026-03-30T13:10:27.046119	20	72	53	100	0.1
771	2026-03-30T13:10:27.184528	20	219	111	100	0.1
772	2026-03-30T13:10:27.271559	20	129	42	100	0.0
773	2026-03-30T13:10:27.344216	20	59	35	100	0.0
774	2026-03-30T13:10:27.415426	20	150	67	100	0.1
775	2026-03-30T13:10:27.457315	20	59	31	100	0.0
776	2026-03-30T13:10:27.493327	20	14	10	100	0.0
777	2026-03-30T13:10:27.525002	20	109	8	100	0.0
778	2026-03-30T13:10:27.555378	20	30	8	100	0.0
779	2026-03-30T13:10:27.622069	20	44	33	100	0.0
780	2026-03-30T13:10:27.694853	20	118	10	100	0.0
781	2026-03-30T13:10:27.736593	20	44	23	100	0.0
782	2026-03-30T13:10:27.772769	20	91	65	100	0.0
783	2026-03-30T13:10:27.789192	20	83	0	100	0.0
784	2026-03-30T13:10:27.821412	20	72	36	100	0.0
785	2026-03-30T13:10:27.857001	20	43	32	100	0.0
786	2026-03-30T13:10:27.898488	20	30	12	100	0.0
787	2026-03-30T13:10:27.969989	20	44	22	100	0.0
788	2026-03-30T13:10:28.066317	20	145	58	100	0.1
789	2026-03-30T13:10:28.177316	20	105	55	100	0.1
790	2026-03-30T13:10:28.283010	20	127	88	100	0.1
791	2026-03-30T13:10:28.362691	20	45	30	100	0.1
792	2026-03-30T13:10:28.442478	20	153	102	100	0.1
793	2026-03-30T13:10:28.488628	20	189	107	100	0.0
794	2026-03-30T13:10:28.568786	20	45	8	100	0.0
795	2026-03-30T13:10:28.648906	20	123	93	100	0.0
796	2026-03-30T13:10:28.682243	20	89	5	100	0.0
797	2026-03-30T13:10:28.716291	20	43	18	100	0.0
798	2026-03-30T13:10:28.768544	20	156	91	100	0.0
799	2026-03-30T13:10:28.837551	20	110	81	100	0.0
800	2026-03-30T13:10:28.919655	20	96	65	100	0.0
801	2026-03-30T13:10:29.007232	20	41	19	100	0.1
802	2026-03-30T13:10:29.055350	20	118	85	100	0.0
803	2026-03-30T13:10:29.089850	20	45	21	100	0.0
804	2026-03-30T13:10:29.148021	20	221	202	100	0.0
805	2026-03-30T13:10:29.187443	20	176	95	100	0.0
806	2026-03-30T13:10:29.258654	20	106	87	100	0.1
807	2026-03-30T13:10:29.300618	20	186	93	100	0.0
808	2026-03-30T13:10:29.349469	20	57	25	100	0.0
809	2026-03-30T13:10:29.384782	20	61	33	100	0.0
810	2026-03-30T13:10:29.440372	20	121	90	100	0.0
811	2026-03-30T13:10:29.510262	20	98	72	100	0.1
812	2026-03-30T13:10:29.553762	20	57	38	100	0.0
813	2026-03-30T13:10:29.621490	20	58	28	100	0.0
814	2026-03-30T13:10:29.719019	20	102	76	100	0.1
815	2026-03-30T13:10:29.763134	20	134	90	100	0.0
816	2026-03-30T13:10:29.812120	20	163	136	100	0.0
817	2026-03-30T13:10:29.851540	20	30	15	100	0.0
818	2026-03-30T13:10:29.903075	20	44	10	100	0.0
819	2026-03-30T13:10:30.105061	20	169	140	100	0.1
820	2026-03-30T13:10:30.202261	20	29	11	100	0.0
821	2026-03-30T13:10:30.316032	20	138	29	100	0.1
822	2026-03-30T13:10:30.416989	20	72	43	100	0.0
823	2026-03-30T13:10:30.523402	20	59	19	100	0.1
824	2026-03-30T13:10:30.612244	20	16	12	100	0.0
825	2026-03-30T13:10:30.708723	20	58	38	100	0.0
826	2026-03-30T13:10:30.833958	20	87	57	100	0.1
827	2026-03-30T13:10:30.963173	20	131	116	100	0.1
828	2026-03-30T13:10:31.066416	20	94	52	100	0.1
829	2026-03-30T13:10:31.171216	20	58	39	100	0.1
830	2026-03-30T13:10:31.216924	20	15	0	100	0.0
831	2026-03-30T13:10:31.306987	20	43	22	100	0.0
832	2026-03-30T13:10:31.407821	20	73	49	100	0.1
833	2026-03-30T13:10:31.518864	20	30	18	100	0.1
834	2026-03-30T13:10:31.984123	20	124	95	100	0.1
835	2026-03-30T13:10:32.173563	20	161	119	100	0.1
836	2026-03-30T13:10:32.279256	20	134	120	100	0.1
837	2026-03-30T13:10:32.415615	20	128	94	100	0.1
838	2026-03-30T13:10:32.534461	20	58	33	100	0.1
839	2026-03-30T13:10:32.608175	20	188	93	100	0.1
840	2026-03-30T13:10:32.668670	20	141	104	100	0.0
841	2026-03-30T13:10:32.708435	20	90	73	100	0.0
842	2026-03-30T13:10:32.750485	20	70	38	100	0.0
843	2026-03-30T13:10:32.790658	20	106	83	100	0.0
844	2026-03-30T13:10:32.829862	20	78	0	100	0.0
845	2026-03-30T13:10:32.931837	20	124	88	100	0.1
846	2026-03-30T13:10:32.980893	20	151	61	100	0.0
847	2026-03-30T13:10:33.021812	20	43	20	100	0.0
848	2026-03-30T13:10:33.068194	20	80	68	100	0.0
849	2026-03-30T13:10:33.110459	20	31	11	100	0.0
850	2026-03-30T13:10:33.182882	20	96	82	100	0.0
851	2026-03-30T13:10:33.271156	20	82	73	100	0.1
852	2026-03-30T13:10:33.369744	20	170	119	100	0.1
853	2026-03-30T13:10:33.407211	20	110	16	100	0.0
854	2026-03-30T13:10:33.470568	20	91	56	100	0.0
855	2026-03-30T13:10:33.565747	20	160	16	100	0.0
856	2026-03-30T13:10:33.639185	20	31	8	100	0.0
857	2026-03-30T13:10:33.706503	20	85	47	100	0.0
858	2026-03-30T13:10:33.740638	20	124	36	100	0.0
859	2026-03-30T13:10:33.771612	20	78	19	100	0.0
860	2026-03-30T13:10:33.833585	20	186	102	100	0.0
861	2026-03-30T13:10:33.871746	20	129	100	100	0.0
862	2026-03-30T13:10:33.908737	20	99	88	100	0.0
863	2026-03-30T13:10:33.943061	20	96	58	100	0.0
864	2026-03-30T13:10:33.997538	20	43	31	100	0.0
865	2026-03-30T13:10:34.030892	20	111	30	100	0.0
866	2026-03-30T13:10:34.071248	20	56	36	100	0.0
867	2026-03-30T13:10:34.106708	20	71	41	100	0.0
868	2026-03-30T13:10:34.138405	20	30	18	100	0.0
869	2026-03-30T13:10:34.181117	20	30	22	100	0.0
870	2026-03-30T13:10:34.238857	20	71	61	100	0.0
871	2026-03-30T13:10:34.272190	20	58	32	100	0.0
872	2026-03-30T13:10:34.318816	20	127	38	100	0.0
873	2026-03-30T13:10:34.387964	20	29	20	100	0.0
874	2026-03-30T13:10:34.422654	20	56	9	100	0.0
875	2026-03-30T13:10:34.478687	20	196	140	100	0.0
876	2026-03-30T13:10:34.537491	20	29	20	100	0.0
877	2026-03-30T13:10:34.613832	20	12	9	100	0.0
878	2026-03-30T13:10:34.694787	20	115	18	100	0.0
879	2026-03-30T13:10:34.735561	20	94	79	100	0.0
880	2026-03-30T13:10:34.779061	20	195	94	100	0.0
881	2026-03-30T13:10:34.817949	20	57	18	100	0.0
882	2026-03-30T13:10:34.855706	20	27	19	100	0.0
883	2026-03-30T13:10:34.901190	20	169	76	100	0.0
884	2026-03-30T13:10:34.934938	20	96	18	100	0.0
885	2026-03-30T13:10:34.969795	20	117	62	100	0.0
886	2026-03-30T13:10:35.019865	20	57	21	100	0.0
887	2026-03-30T13:10:35.158064	20	215	174	100	0.1
888	2026-03-30T13:10:35.197818	20	104	8	100	0.0
889	2026-03-30T13:10:35.239700	20	16	12	100	0.0
890	2026-03-30T13:10:35.307763	20	190	151	100	0.0
891	2026-03-30T13:10:35.350750	20	84	51	100	0.0
892	2026-03-30T13:10:35.396529	20	29	20	100	0.0
893	2026-03-30T13:10:35.454672	20	42	32	100	0.0
894	2026-03-30T13:10:35.495910	20	100	0	100	0.0
895	2026-03-30T13:10:35.600306	20	59	34	100	0.0
896	2026-03-30T13:10:35.718293	20	96	84	100	0.1
897	2026-03-30T13:10:35.799778	20	119	83	100	0.1
898	2026-03-30T13:10:35.839601	20	29	22	100	0.0
899	2026-03-30T13:10:35.954850	20	167	142	100	0.1
900	2026-03-30T13:10:36.000914	20	109	94	100	0.0
901	2026-03-30T13:10:36.056985	20	150	37	100	0.0
902	2026-03-30T13:10:36.111240	20	122	99	100	0.0
903	2026-03-30T13:10:36.154607	20	123	90	100	0.0
904	2026-03-30T13:10:36.222004	20	46	32	100	0.0
905	2026-03-30T13:10:36.338418	20	78	64	100	0.1
906	2026-03-30T13:10:36.481135	20	96	82	100	0.1
907	2026-03-30T13:10:36.617304	20	122	87	100	0.1
908	2026-03-30T13:10:36.705264	20	112	70	100	0.1
909	2026-03-30T13:10:36.747843	20	70	36	100	0.0
910	2026-03-30T13:10:36.811586	20	184	140	100	0.0
911	2026-03-30T13:10:36.888739	20	31	16	100	0.1
912	2026-03-30T13:10:36.964766	20	86	75	100	0.0
913	2026-03-30T13:10:37.169429	20	149	106	100	0.1
914	2026-03-30T13:10:37.349937	20	187	171	100	0.1
915	2026-03-30T13:10:37.472550	20	117	27	100	0.1
916	2026-03-30T13:10:37.598068	20	88	61	100	0.1
917	2026-03-30T13:10:37.675002	20	139	94	100	0.1
918	2026-03-30T13:10:37.734470	20	104	59	100	0.0
919	2026-03-30T13:10:37.820020	20	101	27	100	0.0
920	2026-03-30T13:10:37.991556	20	155	78	100	0.1
921	2026-03-30T13:10:38.055561	20	57	40	100	0.0
922	2026-03-30T13:10:38.092203	20	14	9	100	0.0
