round	timestamp	seeds_tried	extensions_found	kept_above_threshold	total_deep_chains	elapsed_s
923	2026-03-30T13:10:38.179206	20	158	124	100	0.1
924	2026-03-30T13:10:38.243352	20	42	22	100	0.0
925	2026-03-30T13:10:38.361775	20	15	11	100	0.1
926	2026-03-30T13:10:38.437705	20	139	106	100	0.1
927	2026-03-30T13:10:38.485048	20	71	30	100	0.0
928	2026-03-30T13:10:38.533166	20	97	71	100	0.0
929	2026-03-30T13:10:38.643923	20	164	142	100	0.1
930	2026-03-30T13:10:38.693660	20	164	69	100	0.0
931	2026-03-30T13:10:38.824444	20	69	58	100	0.1
932	2026-03-30T13:10:38.871929	20	0	0	100	0.0
933	2026-03-30T13:10:38.974556	20	123	71	100	0.0
934	2026-03-30T13:10:39.067519	20	45	31	100	0.0
935	2026-03-30T13:10:39.218481	20	223	178	100	0.1
936	2026-03-30T13:10:39.317324	20	42	7	100	0.1
937	2026-03-30T13:10:39.447357	20	123	82	100	0.1
938	2026-03-30T13:10:39.532507	20	186	141	100	0.1
939	2026-03-30T13:10:39.577020	20	95	70	100	0.0
940	2026-03-30T13:10:39.633939	20	216	141	100	0.0
941	2026-03-30T13:10:39.722660	20	69	35	100	0.0
942	2026-03-30T13:10:39.840537	20	88	52	100	0.1
943	2026-03-30T13:10:39.944166	20	42	30	100	0.1
944	2026-03-30T13:10:40.079740	20	84	12	100	0.1
945	2026-03-30T13:10:40.222369	20	85	67	100	0.1
946	2026-03-30T13:10:40.269504	20	0	0	100	0.0
947	2026-03-30T13:10:40.368303	20	45	21	100	0.0
948	2026-03-30T13:10:40.472024	20	29	11	100	0.0
949	2026-03-30T13:10:40.598653	20	157	72	100	0.1
950	2026-03-30T13:10:40.716152	20	148	88	100	0.1
951	2026-03-30T13:10:40.794132	20	45	29	100	0.1
952	2026-03-30T13:10:40.834912	20	130	9	100	0.0
953	2026-03-30T13:10:40.892238	20	204	122	100	0.0
954	2026-03-30T13:10:40.968951	20	159	129	100	0.1
955	2026-03-30T13:10:41.034792	20	75	57	100	0.0
956	2026-03-30T13:10:41.168038	20	132	75	100	0.1
957	2026-03-30T13:10:41.209619	20	42	19	100	0.0
958	2026-03-30T13:10:41.254549	20	57	21	100	0.0
959	2026-03-30T13:10:41.319880	20	99	75	100	0.0
960	2026-03-30T13:10:41.385622	20	110	79	100	0.0
961	2026-03-30T13:10:41.428600	20	58	19	100	0.0
962	2026-03-30T13:10:41.472177	20	71	23	100	0.0
963	2026-03-30T13:10:41.615395	20	99	55	100	0.1
964	2026-03-30T13:10:41.714024	20	71	44	100	0.1
965	2026-03-30T13:10:41.778955	20	73	48	100	0.0
966	2026-03-30T13:10:41.845867	20	89	58	100	0.0
967	2026-03-30T13:10:41.893897	20	108	83	100	0.0
968	2026-03-30T13:10:41.935146	20	29	19	100	0.0
969	2026-03-30T13:10:41.991455	20	70	35	100	0.0
970	2026-03-30T13:10:42.053565	20	123	96	100	0.0
971	2026-03-30T13:10:42.127754	20	154	127	100	0.1
972	2026-03-30T13:10:42.192693	20	268	144	100	0.0
973	2026-03-30T13:10:42.229334	20	110	11	100	0.0
974	2026-03-30T13:10:42.281805	20	188	152	100	0.0
975	2026-03-30T13:10:42.318491	20	57	31	100	0.0
976	2026-03-30T13:10:42.356113	20	150	59	100	0.0
977	2026-03-30T13:10:42.390398	20	43	22	100	0.0
978	2026-03-30T13:10:42.463212	20	13	8	100	0.0
979	2026-03-30T13:10:42.558657	20	43	19	100	0.0
980	2026-03-30T13:10:42.648493	20	29	17	100	0.1
981	2026-03-30T13:10:42.694869	20	42	32	100	0.0
982	2026-03-30T13:10:42.738892	20	41	17	100	0.0
983	2026-03-30T13:10:42.784533	20	101	54	100	0.0
984	2026-03-30T13:10:42.833759	20	55	29	100	0.0
985	2026-03-30T13:10:42.876602	20	30	20	100	0.0
986	2026-03-30T13:10:42.929005	20	99	88	100	0.0
987	2026-03-30T13:10:43.020909	20	227	120	100	0.1
988	2026-03-30T13:10:43.098456	20	58	41	100	0.0
989	2026-03-30T13:10:43.267213	20	74	40	100	0.1
990	2026-03-30T13:10:43.338667	20	14	9	100	0.0
991	2026-03-30T13:10:43.383461	20	13	10	100	0.0
992	2026-03-30T13:10:43.426737	20	175	138	100	0.0
993	2026-03-30T13:10:43.486942	20	178	160	100	0.0
994	2026-03-30T13:10:43.589300	20	15	9	100	0.0
995	2026-03-30T13:10:43.674373	20	152	63	100	0.1
996	2026-03-30T13:10:43.719927	20	45	35	100	0.0
997	2026-03-30T13:10:43.758471	20	71	38	100	0.0
998	2026-03-30T13:10:43.823725	20	92	60	100	0.0
999	2026-03-30T13:10:43.876060	20	134	97	100	0.0
1000	2026-03-30T13:10:43.932222	20	109	26	100	0.0
1001	2026-03-30T13:10:44.031876	20	57	31	100	0.1
1002	2026-03-30T13:10:44.186902	20	99	78	100	0.1
1003	2026-03-30T13:10:44.304164	20	125	80	100	0.1
1004	2026-03-30T13:10:44.419316	20	59	34	100	0.1
1005	2026-03-30T13:10:44.475063	20	59	30	100	0.0
1006	2026-03-30T13:10:44.556409	20	79	11	100	0.0
1007	2026-03-30T13:10:44.678113	20	123	37	100	0.1
1008	2026-03-30T13:10:44.803147	20	141	97	100	0.1
1009	2026-03-30T13:10:44.985803	20	146	70	100	0.1
1010	2026-03-30T13:10:45.102151	20	220	46	100	0.1
1011	2026-03-30T13:10:45.223775	20	72	36	100	0.1
1012	2026-03-30T13:10:45.370685	20	161	142	100	0.1
1013	2026-03-30T13:10:45.418385	20	15	9	100	0.0
1014	2026-03-30T13:10:45.464409	20	27	9	100	0.0
1015	2026-03-30T13:10:45.505337	20	29	18	100	0.0
1016	2026-03-30T13:10:45.660791	20	75	64	100	0.1
1017	2026-03-30T13:10:45.832215	20	121	93	100	0.1
1018	2026-03-30T13:10:45.897132	20	107	81	100	0.0
1019	2026-03-30T13:10:45.954878	20	276	202	100	0.0
1020	2026-03-30T13:10:45.998986	20	43	12	100	0.0
1021	2026-03-30T13:10:46.044526	20	41	19	100	0.0
1022	2026-03-30T13:10:46.088999	20	70	39	100	0.0
1023	2026-03-30T13:10:46.158539	20	193	141	100	0.0
1024	2026-03-30T13:10:46.210354	20	62	58	100	0.0
1025	2026-03-30T13:10:46.268786	20	71	50	100	0.0
1026	2026-03-30T13:10:46.305556	20	27	18	100	0.0
1027	2026-03-30T13:10:46.345640	20	66	52	100	0.0
1028	2026-03-30T13:10:46.434828	20	85	58	100	0.0
1029	2026-03-30T13:10:46.594215	20	182	148	100	0.1
1030	2026-03-30T13:10:46.696928	20	123	98	100	0.1
1031	2026-03-30T13:10:46.771247	20	155	99	100	0.0
1032	2026-03-30T13:10:46.812609	20	14	8	100	0.0
1033	2026-03-30T13:10:46.858310	20	90	18	100	0.0
1034	2026-03-30T13:10:46.903731	20	57	18	100	0.0
1035	2026-03-30T13:10:47.002366	20	141	35	100	0.1
1036	2026-03-30T13:10:47.096639	20	28	17	100	0.0
1037	2026-03-30T13:10:47.242455	20	220	55	100	0.1
1038	2026-03-30T13:10:47.354971	20	86	79	100	0.1
1039	2026-03-30T13:10:47.471715	20	82	11	100	0.1
1040	2026-03-30T13:10:47.606881	20	73	32	100	0.1
1041	2026-03-30T13:10:47.718915	20	43	14	100	0.1
1042	2026-03-30T13:10:47.823262	20	42	19	100	0.1
1043	2026-03-30T13:10:47.997928	20	125	82	100	0.1
1044	2026-03-30T13:10:48.102790	20	45	31	100	0.1
1045	2026-03-30T13:10:48.233744	20	112	22	100	0.1
1046	2026-03-30T13:10:48.334322	20	56	21	100	0.0
1047	2026-03-30T13:10:48.435835	20	43	28	100	0.1
1048	2026-03-30T13:10:48.555528	20	109	89	100	0.1
1049	2026-03-30T13:10:48.658252	20	71	37	100	0.0
1050	2026-03-30T13:10:48.714683	20	136	31	100	0.0
1051	2026-03-30T13:10:48.754347	20	44	22	100	0.0
1052	2026-03-30T13:10:48.802784	20	148	104	100	0.0
1053	2026-03-30T13:10:48.845348	20	27	19	100	0.0
1054	2026-03-30T13:10:48.894633	20	143	10	100	0.0
1055	2026-03-30T13:10:48.915122	20	69	0	100	0.0
1056	2026-03-30T13:10:48.955165	20	43	16	100	0.0
1057	2026-03-30T13:10:49.000659	20	93	77	100	0.0
1058	2026-03-30T13:10:49.043147	20	89	69	100	0.0
1059	2026-03-30T13:10:49.119529	20	84	63	100	0.0
1060	2026-03-30T13:10:49.206062	20	121	39	100	0.1
1061	2026-03-30T13:10:49.243961	20	102	17	100	0.0
1062	2026-03-30T13:10:49.280256	20	80	9	100	0.0
1063	2026-03-30T13:10:49.320617	20	28	9	100	0.0
1064	2026-03-30T13:10:49.375795	20	96	9	100	0.0
1065	2026-03-30T13:10:49.479774	20	148	41	100	0.1
1066	2026-03-30T13:10:49.560384	20	58	28	100	0.1
1067	2026-03-30T13:10:49.596992	20	57	20	100	0.0
1068	2026-03-30T13:10:49.642315	20	123	83	100	0.0
1069	2026-03-30T13:10:49.697664	20	44	13	100	0.0
1070	2026-03-30T13:10:49.786476	20	167	134	100	0.1
1071	2026-03-30T13:10:49.829507	20	31	11	100	0.0
1072	2026-03-30T13:10:49.927660	20	58	21	100	0.0
1073	2026-03-30T13:10:50.073935	20	141	92	100	0.1
1074	2026-03-30T13:10:50.194567	20	123	31	100	0.1
1075	2026-03-30T13:10:50.300394	20	28	11	100	0.0
1076	2026-03-30T13:10:50.369930	20	110	76	100	0.0
1077	2026-03-30T13:10:50.412878	20	57	25	100	0.0
1078	2026-03-30T13:10:50.481151	20	99	79	100	0.0
1079	2026-03-30T13:10:50.558241	20	15	9	100	0.0
1080	2026-03-30T13:10:50.669167	20	83	47	100	0.1
1081	2026-03-30T13:10:50.789378	20	100	80	100	0.1
1082	2026-03-30T13:10:50.911859	20	91	78	100	0.1
1083	2026-03-30T13:10:51.036374	20	182	77	100	0.1
1084	2026-03-30T13:10:51.146853	20	109	56	100	0.1
1085	2026-03-30T13:10:51.260324	20	28	18	100	0.1
1086	2026-03-30T13:10:51.422484	20	160	137	100	0.1
1087	2026-03-30T13:10:51.464461	20	44	12	100	0.0
1088	2026-03-30T13:10:51.506729	20	160	50	100	0.0
1089	2026-03-30T13:10:51.566468	20	88	36	100	0.0
1090	2026-03-30T13:10:51.653971	20	105	17	100	0.1
1091	2026-03-30T13:10:51.699962	20	87	45	100	0.0
1092	2026-03-30T13:10:51.746274	20	14	8	100	0.0
1093	2026-03-30T13:10:51.843427	20	74	39	100	0.0
1094	2026-03-30T13:10:51.952467	20	91	19	100	0.1
1095	2026-03-30T13:10:52.057902	20	156	71	100	0.1
1096	2026-03-30T13:10:52.104288	20	29	17	100	0.0
1097	2026-03-30T13:10:52.148351	20	149	70	100	0.0
1098	2026-03-30T13:10:52.187849	20	14	11	100	0.0
1099	2026-03-30T13:10:52.232021	20	173	80	100	0.0
1100	2026-03-30T13:10:52.281210	20	287	122	100	0.0
1101	2026-03-30T13:10:52.325932	20	88	62	100	0.0
1102	2026-03-30T13:10:52.417769	20	92	71	100	0.0
1103	2026-03-30T13:10:52.510642	20	73	42	100	0.0
1104	2026-03-30T13:10:52.614719	20	179	146	100	0.1
1105	2026-03-30T13:10:52.666033	20	71	48	100	0.0
1106	2026-03-30T13:10:52.708536	20	30	20	100	0.0
1107	2026-03-30T13:10:52.747991	20	71	28	100	0.0
1108	2026-03-30T13:10:52.819798	20	42	18	100	0.0
1109	2026-03-30T13:10:52.933746	20	146	112	100	0.1
1110	2026-03-30T13:10:52.988600	20	168	133	100	0.0
1111	2026-03-30T13:10:53.071010	20	190	143	100	0.0
1112	2026-03-30T13:10:53.159065	20	14	11	100	0.0
1113	2026-03-30T13:10:53.211671	20	130	76	100	0.0
1114	2026-03-30T13:10:53.263069	20	29	9	100	0.0
1115	2026-03-30T13:10:53.327848	20	44	30	100	0.0
1116	2026-03-30T13:10:53.454931	20	60	39	100	0.1
1117	2026-03-30T13:10:53.574921	20	44	32	100	0.1
1118	2026-03-30T13:10:53.702279	20	73	28	100	0.1
1119	2026-03-30T13:10:53.808630	20	43	8	100	0.0
1120	2026-03-30T13:10:54.009034	20	151	120	100	0.1
1121	2026-03-30T13:10:54.143656	20	59	42	100	0.1
1122	2026-03-30T13:10:54.167836	20	11	0	100	0.0
1123	2026-03-30T13:10:54.235444	20	91	50	100	0.0
1124	2026-03-30T13:10:54.282858	20	44	19	100	0.0
1125	2026-03-30T13:10:54.323214	20	29	11	100	0.0
1126	2026-03-30T13:10:54.378509	20	42	20	100	0.0
1127	2026-03-30T13:10:54.426627	20	83	67	100	0.0
1128	2026-03-30T13:10:54.475986	20	108	91	100	0.0
1129	2026-03-30T13:10:54.499164	20	14	0	100	0.0
1130	2026-03-30T13:10:54.556986	20	44	17	100	0.0
1131	2026-03-30T13:10:54.668276	20	108	22	100	0.0
1132	2026-03-30T13:10:54.790570	20	86	41	100	0.1
1133	2026-03-30T13:10:54.848673	20	133	92	100	0.0
1134	2026-03-30T13:10:54.894382	20	72	35	100	0.0
1135	2026-03-30T13:10:54.958851	20	109	87	100	0.0
1136	2026-03-30T13:10:55.002973	20	93	20	100	0.0
1137	2026-03-30T13:10:55.062477	20	85	17	100	0.0
1138	2026-03-30T13:10:55.153930	20	56	28	100	0.0
1139	2026-03-30T13:10:55.230887	20	14	10	100	0.0
1140	2026-03-30T13:10:55.291832	20	138	99	100	0.0
1141	2026-03-30T13:10:55.353845	20	124	93	100	0.0
1142	2026-03-30T13:10:55.406796	20	148	129	100	0.0
1143	2026-03-30T13:10:55.455743	20	14	10	100	0.0
1144	2026-03-30T13:10:55.528248	20	77	51	100	0.0
1145	2026-03-30T13:10:55.653265	20	99	42	100	0.1
1146	2026-03-30T13:10:55.805571	20	155	109	100	0.1
1147	2026-03-30T13:10:55.883347	20	215	139	100	0.1
1148	2026-03-30T13:10:55.943142	20	252	86	100	0.0
1149	2026-03-30T13:10:55.966716	20	15	0	100	0.0
1150	2026-03-30T13:10:56.030424	20	106	10	100	0.0
1151	2026-03-30T13:10:56.189402	20	42	29	100	0.1
1152	2026-03-30T13:10:56.311559	20	139	88	100	0.1
1153	2026-03-30T13:10:56.364390	20	85	49	100	0.0
1154	2026-03-30T13:10:56.407521	20	14	6	100	0.0
1155	2026-03-30T13:10:56.473466	20	27	18	100	0.0
1156	2026-03-30T13:10:56.639115	20	133	73	100	0.1
1157	2026-03-30T13:10:56.795901	20	108	91	100	0.1
1158	2026-03-30T13:10:56.856771	20	15	11	100	0.0
1159	2026-03-30T13:10:56.910351	20	118	68	100	0.0
1160	2026-03-30T13:10:56.961555	20	55	35	100	0.0
1161	2026-03-30T13:10:57.003876	20	74	21	100	0.0
1162	2026-03-30T13:10:57.068887	20	58	28	100	0.0
1163	2026-03-30T13:10:57.168479	20	15	12	100	0.0
1164	2026-03-30T13:10:57.306384	20	125	88	100	0.1
1165	2026-03-30T13:10:57.442949	20	95	81	100	0.1
1166	2026-03-30T13:10:57.570885	20	96	80	100	0.1
1167	2026-03-30T13:10:57.765639	20	72	35	100	0.1
1168	2026-03-30T13:10:57.930585	20	28	11	100	0.1
1169	2026-03-30T13:10:58.036571	20	29	9	100	0.1
1170	2026-03-30T13:10:58.156546	20	44	30	100	0.1
1171	2026-03-30T13:10:58.234675	20	83	26	100	0.1
1172	2026-03-30T13:10:58.293163	20	95	79	100	0.0
1173	2026-03-30T13:10:58.343158	20	209	63	100	0.0
1174	2026-03-30T13:10:58.388895	20	43	23	100	0.0
1175	2026-03-30T13:10:58.435795	20	42	20	100	0.0
1176	2026-03-30T13:10:58.551332	20	141	84	100	0.1
1177	2026-03-30T13:10:58.726544	20	76	57	100	0.1
1178	2026-03-30T13:10:58.882730	20	87	46	100	0.1
1179	2026-03-30T13:10:58.959785	20	94	11	100	0.1
1180	2026-03-30T13:10:59.007594	20	110	79	100	0.0
1181	2026-03-30T13:10:59.058710	20	97	58	100	0.0
1182	2026-03-30T13:10:59.141783	20	76	59	100	0.0
1183	2026-03-30T13:10:59.300249	20	171	145	100	0.1
1184	2026-03-30T13:10:59.428114	20	59	33	100	0.1
1185	2026-03-30T13:10:59.531684	20	55	32	100	0.1
1186	2026-03-30T13:10:59.644189	20	59	31	100	0.1
1187	2026-03-30T13:10:59.704627	20	140	0	100	0.1
1188	2026-03-30T13:10:59.842362	20	71	53	100	0.1
1189	2026-03-30T13:10:59.954985	20	30	12	100	0.1
1190	2026-03-30T13:11:00.026367	20	58	26	100	0.0
1191	2026-03-30T13:11:00.098328	20	80	67	100	0.0
1192	2026-03-30T13:11:00.151618	20	110	86	100	0.0
1193	2026-03-30T13:11:00.236683	20	45	21	100	0.0
1194	2026-03-30T13:11:00.295312	20	42	20	100	0.0
1195	2026-03-30T13:11:00.367948	20	159	141	100	0.0
1196	2026-03-30T13:11:00.491056	20	128	84	100	0.1
1197	2026-03-30T13:11:00.619930	20	45	29	100	0.1
1198	2026-03-30T13:11:00.708441	20	134	106	100	0.1
1199	2026-03-30T13:11:00.757553	20	99	25	100	0.0
1200	2026-03-30T13:11:00.808595	20	101	19	100	0.0
1201	2026-03-30T13:11:00.917581	20	29	18	100	0.1
1202	2026-03-30T13:11:00.973938	20	95	76	100	0.0
1203	2026-03-30T13:11:01.019124	20	29	11	100	0.0
1204	2026-03-30T13:11:01.105538	20	185	156	100	0.1
1205	2026-03-30T13:11:01.226652	20	106	28	100	0.1
1206	2026-03-30T13:11:01.315583	20	43	10	100	0.1
1207	2026-03-30T13:11:01.359782	20	95	72	100	0.0
1208	2026-03-30T13:11:01.406874	20	39	16	100	0.0
1209	2026-03-30T13:11:01.475935	20	120	84	100	0.0
1210	2026-03-30T13:11:01.516000	20	42	8	100	0.0
1211	2026-03-30T13:11:01.556172	20	45	30	100	0.0
1212	2026-03-30T13:11:01.602746	20	75	37	100	0.0
1213	2026-03-30T13:11:01.646137	20	58	33	100	0.0
1214	2026-03-30T13:11:01.686224	20	185	30	100	0.0
1215	2026-03-30T13:11:01.730332	20	41	18	100	0.0
1216	2026-03-30T13:11:01.769444	20	43	18	100	0.0
1217	2026-03-30T13:11:01.811224	20	44	29	100	0.0
1218	2026-03-30T13:11:01.855253	20	89	35	100	0.0
1219	2026-03-30T13:11:01.908477	20	30	11	100	0.0
1220	2026-03-30T13:11:01.955842	20	56	33	100	0.0
1221	2026-03-30T13:11:02.006128	20	145	93	100	0.0
1222	2026-03-30T13:11:02.051235	20	72	32	100	0.0
1223	2026-03-30T13:11:02.089919	20	170	43	100	0.0
1224	2026-03-30T13:11:02.130884	20	70	40	100	0.0
1225	2026-03-30T13:11:02.172453	20	86	15	100	0.0
1226	2026-03-30T13:11:02.216507	20	115	98	100	0.0
1227	2026-03-30T13:11:02.287137	20	14	10	100	0.0
1228	2026-03-30T13:11:02.341376	20	30	10	100	0.0
1229	2026-03-30T13:11:02.393210	20	81	66	100	0.0
1230	2026-03-30T13:11:02.468773	20	70	29	100	0.0
1231	2026-03-30T13:11:02.550445	20	178	141	100	0.1
1232	2026-03-30T13:11:02.637135	20	140	99	100	0.1
1233	2026-03-30T13:11:02.736202	20	142	29	100	0.0
1234	2026-03-30T13:11:02.845185	20	47	18	100	0.1
1235	2026-03-30T13:11:02.960624	20	45	31	100	0.1
1236	2026-03-30T13:11:03.093334	20	80	62	100	0.1
1237	2026-03-30T13:11:03.244135	20	198	147	100	0.1
1238	2026-03-30T13:11:03.393909	20	126	76	100	0.1
1239	2026-03-30T13:11:03.453605	20	127	35	100	0.0
1240	2026-03-30T13:11:03.508929	20	125	83	100	0.0
1241	2026-03-30T13:11:03.577902	20	57	22	100	0.0
1242	2026-03-30T13:11:03.663386	20	132	89	100	0.0
1243	2026-03-30T13:11:03.771911	20	60	39	100	0.1
1244	2026-03-30T13:11:03.840617	20	92	69	100	0.0
1245	2026-03-30T13:11:03.887828	20	28	10	100	0.0
1246	2026-03-30T13:11:04.019291	20	191	161	100	0.1
1247	2026-03-30T13:11:04.150760	20	81	66	100	0.1
1248	2026-03-30T13:11:04.201001	20	98	18	100	0.0
1249	2026-03-30T13:11:04.255830	20	151	74	100	0.0
1250	2026-03-30T13:11:04.307339	20	93	6	100	0.0
1251	2026-03-30T13:11:04.362444	20	45	21	100	0.0
1252	2026-03-30T13:11:04.422703	20	85	61	100	0.0
1253	2026-03-30T13:11:04.468407	20	99	17	100	0.0
1254	2026-03-30T13:11:04.512708	20	96	11	100	0.0
1255	2026-03-30T13:11:04.602680	20	58	21	100	0.0
1256	2026-03-30T13:11:04.775578	20	171	96	100	0.1
1257	2026-03-30T13:11:04.932767	20	263	203	100	0.1
1258	2026-03-30T13:11:05.040315	20	55	42	100	0.1
1259	2026-03-30T13:11:05.141717	20	216	174	100	0.1
1260	2026-03-30T13:11:05.168635	20	0	0	100	0.0
1261	2026-03-30T13:11:05.231795	20	108	93	100	0.0
1262	2026-03-30T13:11:05.288545	20	110	80	100	0.0
1263	2026-03-30T13:11:05.348258	20	59	20	100	0.0
1264	2026-03-30T13:11:05.567498	20	209	154	100	0.2
1265	2026-03-30T13:11:05.746723	20	105	68	100	0.1
1266	2026-03-30T13:11:05.888337	20	126	45	100	0.1
1267	2026-03-30T13:11:06.043456	20	72	47	100	0.1
1268	2026-03-30T13:11:06.188878	20	43	18	100	0.1
1269	2026-03-30T13:11:06.312019	20	67	33	100	0.1
1270	2026-03-30T13:11:06.471923	20	45	29	100	0.1
1271	2026-03-30T13:11:06.562802	20	57	20	100	0.1
1272	2026-03-30T13:11:06.590999	20	76	0	100	0.0
1273	2026-03-30T13:11:06.644153	20	177	100	100	0.0
1274	2026-03-30T13:11:06.696127	20	144	129	100	0.0
1275	2026-03-30T13:11:06.752769	20	94	83	100	0.0
1276	2026-03-30T13:11:06.795256	20	45	21	100	0.0
1277	2026-03-30T13:11:06.840884	20	16	10	100	0.0
1278	2026-03-30T13:11:06.904131	20	43	28	100	0.0
1279	2026-03-30T13:11:06.979663	20	28	19	100	0.0
1280	2026-03-30T13:11:07.111731	20	81	75	100	0.1
1281	2026-03-30T13:11:07.232576	20	30	11	100	0.1
1282	2026-03-30T13:11:07.357200	20	57	15	100	0.1
1283	2026-03-30T13:11:07.518997	20	125	31	100	0.1
1284	2026-03-30T13:11:07.679821	20	82	64	100	0.1
1285	2026-03-30T13:11:07.729262	20	44	29	100	0.0
1286	2026-03-30T13:11:07.777828	20	122	68	100	0.0
1287	2026-03-30T13:11:07.894650	20	180	130	100	0.1
1288	2026-03-30T13:11:08.079691	20	78	65	100	0.1
1289	2026-03-30T13:11:08.148549	20	76	70	100	0.0
1290	2026-03-30T13:11:08.251428	20	75	60	100	0.0
1291	2026-03-30T13:11:08.359240	20	43	19	100	0.1
1292	2026-03-30T13:11:08.513074	20	217	105	100	0.1
1293	2026-03-30T13:11:08.644295	20	43	29	100	0.1
1294	2026-03-30T13:11:08.763349	20	28	19	100	0.1
1295	2026-03-30T13:11:08.891673	20	107	67	100	0.1
1296	2026-03-30T13:11:09.059530	20	183	147	100	0.1
1297	2026-03-30T13:11:09.195271	20	45	31	100	0.1
1298	2026-03-30T13:11:09.317665	20	71	60	100	0.1
1299	2026-03-30T13:11:09.369518	20	31	9	100	0.0
1300	2026-03-30T13:11:09.420019	20	43	30	100	0.0
1301	2026-03-30T13:11:09.494563	20	172	77	100	0.0
1302	2026-03-30T13:11:09.612767	20	116	92	100	0.1
1303	2026-03-30T13:11:09.670473	20	58	20	100	0.0
1304	2026-03-30T13:11:09.722521	20	96	63	100	0.0
1305	2026-03-30T13:11:09.781434	20	101	81	100	0.0
1306	2026-03-30T13:11:09.911777	20	135	73	100	0.1
1307	2026-03-30T13:11:09.964788	20	112	0	100	0.1
1308	2026-03-30T13:11:10.022961	20	74	49	100	0.0
1309	2026-03-30T13:11:10.086969	20	85	56	100	0.0
1310	2026-03-30T13:11:10.150410	20	29	9	100	0.0
1311	2026-03-30T13:11:10.222250	20	43	16	100	0.0
1312	2026-03-30T13:11:10.287173	20	97	82	100	0.0
1313	2026-03-30T13:11:10.337894	20	42	29	100	0.0
1314	2026-03-30T13:11:10.387570	20	112	85	100	0.0
1315	2026-03-30T13:11:10.447931	20	29	10	100	0.0
1316	2026-03-30T13:11:10.500517	20	72	8	100	0.0
1317	2026-03-30T13:11:10.553314	20	85	39	100	0.0
1318	2026-03-30T13:11:10.602947	20	30	17	100	0.0
1319	2026-03-30T13:11:10.744481	20	162	131	100	0.1
1320	2026-03-30T13:11:10.846737	20	125	42	100	0.1
1321	2026-03-30T13:11:10.904654	20	14	9	100	0.0
1322	2026-03-30T13:11:11.016298	20	43	10	100	0.1
1323	2026-03-30T13:11:11.153571	20	73	35	100	0.1
1324	2026-03-30T13:11:11.211918	20	44	19	100	0.0
1325	2026-03-30T13:11:11.263254	20	72	31	100	0.0
1326	2026-03-30T13:11:11.326148	20	15	7	100	0.0
1327	2026-03-30T13:11:11.439411	20	31	9	100	0.1
1328	2026-03-30T13:11:11.518403	20	124	86	100	0.0
1329	2026-03-30T13:11:11.578800	20	111	21	100	0.0
1330	2026-03-30T13:11:11.642619	20	87	39	100	0.0
1331	2026-03-30T13:11:11.728921	20	59	38	100	0.0
1332	2026-03-30T13:11:11.852592	20	100	81	100	0.1
1333	2026-03-30T13:11:11.993541	20	15	9	100	0.1
1334	2026-03-30T13:11:12.125984	20	29	18	100	0.1
1335	2026-03-30T13:11:12.186004	20	87	53	100	0.0
1336	2026-03-30T13:11:12.265891	20	171	124	100	0.1
1337	2026-03-30T13:11:12.317948	20	13	7	100	0.0
1338	2026-03-30T13:11:12.449784	20	136	68	100	0.1
1339	2026-03-30T13:11:12.529441	20	98	27	100	0.0
1340	2026-03-30T13:11:12.583625	20	32	10	100	0.0
1341	2026-03-30T13:11:12.677444	20	197	41	100	0.0
1342	2026-03-30T13:11:12.795485	20	41	17	100	0.1
1343	2026-03-30T13:11:12.822571	20	149	0	100	0.0
1344	2026-03-30T13:11:12.885151	20	61	41	100	0.0
1345	2026-03-30T13:11:12.945510	20	150	58	100	0.0
1346	2026-03-30T13:11:13.060736	20	93	69	100	0.1
1347	2026-03-30T13:11:13.171286	20	126	96	100	0.1
1348	2026-03-30T13:11:13.454745	20	169	75	100	0.2
1349	2026-03-30T13:11:13.530667	20	205	74	100	0.0
1350	2026-03-30T13:11:13.579983	20	28	21	100	0.0
1351	2026-03-30T13:11:13.636599	20	139	106	100	0.0
1352	2026-03-30T13:11:13.785775	20	215	183	100	0.1
1353	2026-03-30T13:11:13.894047	20	57	31	100	0.1
1354	2026-03-30T13:11:13.943311	20	43	15	100	0.0
1355	2026-03-30T13:11:13.967526	20	0	0	100	0.0
1356	2026-03-30T13:11:14.019950	20	116	20	100	0.0
1357	2026-03-30T13:11:14.091827	20	113	68	100	0.0
1358	2026-03-30T13:11:14.143800	20	228	83	100	0.0
1359	2026-03-30T13:11:14.168951	20	0	0	100	0.0
1360	2026-03-30T13:11:14.261573	20	42	17	100	0.0
1361	2026-03-30T13:11:14.360496	20	90	74	100	0.1
1362	2026-03-30T13:11:14.444965	20	160	148	100	0.1
1363	2026-03-30T13:11:14.507540	20	85	54	100	0.0
1364	2026-03-30T13:11:14.663985	20	71	47	100	0.1
1365	2026-03-30T13:11:14.813523	20	77	73	100	0.1
1366	2026-03-30T13:11:14.944957	20	109	75	100	0.1
1367	2026-03-30T13:11:15.042287	20	139	127	100	0.1
1368	2026-03-30T13:11:15.095748	20	14	9	100	0.0
1369	2026-03-30T13:11:15.147877	20	54	40	100	0.0
1370	2026-03-30T13:11:15.175045	20	14	0	100	0.0
1371	2026-03-30T13:11:15.251043	20	30	19	100	0.0
1372	2026-03-30T13:11:15.316148	20	194	147	100	0.0
1373	2026-03-30T13:11:15.395614	20	71	51	100	0.1
1374	2026-03-30T13:11:15.453658	20	30	22	100	0.0
